achalasia-of-cardia.K11_ACHAL	K11_ACHAL
diagnoses-main-icd10-k04-diseases-of-pulp-and-periapical-tissues.K04	K04
diagnoses-main-icd10-k05-gingivitis-and-periodontal-diseases.K05	K05
diagnoses-main-icd10-k06-other-disorders-of-gingiva-and-edentulous-alveolar-ridge.K06	K06
diagnoses-main-icd10-k07-dentofacial-anomalies-including-malocclusion.K07	K07
diagnoses-main-icd10-k08-other-disorders-of-teeth-and-supporting-structures.K08	K08
diagnoses-main-icd10-k09-cysts-of-oral-region-not-elsewhere-classified.K09	K09
diagnoses-main-icd10-k10-other-diseases-of-jaws.K10	K10
diagnoses-main-icd10-k11-diseases-of-salivary-glands.K11	K11
diagnoses-main-icd10-k12-stomatitis-and-related-lesions.K12	K12
diagnoses-main-icd10-k13-other-diseases-of-lip-and-oral-mucosa.K13	K13
diagnoses-main-icd10-k14-diseases-of-tongue.K14	K14
diagnoses-main-icd10-k20-oesophagitis.K20	K20
diagnoses-main-icd10-k21-gastro-oesophageal-reflux-disease.K21	K21
diagnoses-main-icd10-k22-other-diseases-of-oesophagus.K22	K22
diagnoses-main-icd10-k25-gastric-ulcer.K25	K25
diagnoses-main-icd10-k26-duodenal-ulcer.K26	K26
diagnoses-main-icd10-k29-gastritis-and-duodenitis.K29	K29
diagnoses-main-icd10-k30-dyspepsia.K30	K30
diagnoses-main-icd10-k31-other-diseases-of-stomach-and-duodenum.K31	K31
diagnoses-main-icd10-k35-acute-appendicitis.K35	K35
diagnoses-main-icd10-k37-unspecified-appendicitis.K37	K37
diagnoses-main-icd10-k38-other-diseases-of-appendix.K38	K38
diagnoses-main-icd10-k40-inguinal-hernia.K40	K40
diagnoses-main-icd10-k41-femoral-hernia.K41	K41
diagnoses-main-icd10-k42-umbilical-hernia.K42	K42
diagnoses-main-icd10-k43-ventral-hernia.K43	K43
diagnoses-main-icd10-k44-diaphragmatic-hernia.K44	K44
diagnoses-main-icd10-k46-unspecified-abdominal-hernia.K46	K46
diagnoses-main-icd10-k50-crohns-disease-regional-enteritis.K50	K50
diagnoses-main-icd10-k51-ulcerative-colitis.K51	K51
diagnoses-main-icd10-k52-other-non-infective-gastro-enteritis-and-colitis.K52	K52
diagnoses-main-icd10-k55-vascular-disorders-of-intestine.K55	K55
diagnoses-main-icd10-k56-paralytic-ileus-and-intestinal-obstruction-without-hernia.K56	K56
diagnoses-main-icd10-k57-diverticular-disease-of-intestine.K57	K57
diagnoses-main-icd10-k58-irritable-bowel-syndrome.K58	K58
diagnoses-main-icd10-k59-other-functional-intestinal-disorders.K59	K59
diagnoses-main-icd10-k60-fissure-and-fistula-of-anal-and-rectal-regions.K60	K60
diagnoses-main-icd10-k61-abscess-of-anal-and-rectal-regions.K61	K61
diagnoses-main-icd10-k62-other-diseases-of-anus-and-rectum.K62	K62
diagnoses-main-icd10-k63-other-diseases-of-intestine.K63	K63
diagnoses-main-icd10-k65-peritonitis.K65	K65
diagnoses-main-icd10-k66-other-disorders-of-peritoneum.K66	K66
diagnoses-main-icd10-k70-alcoholic-liver-disease.K70	K70
diagnoses-main-icd10-k74-fibrosis-and-cirrhosis-of-liver.K74	K74
diagnoses-main-icd10-k75-other-inflammatory-liver-diseases.K75	K75
diagnoses-main-icd10-k76-other-diseases-of-liver.K76	K76
diagnoses-main-icd10-k80-cholelithiasis.K80	K80
diagnoses-main-icd10-k81-cholecystitis.K81	K81
diagnoses-main-icd10-k82-other-diseases-of-gallbladder.K82	K82
diagnoses-main-icd10-k83-other-diseases-of-biliary-tract.K83	K83
diagnoses-main-icd10-k85-acute-pancreatitis.K85	K85
diagnoses-main-icd10-k86-other-diseases-of-pancreas.K86	K86
diagnoses-main-icd10-k90-intestinal-malabsorption.K90	K90
diagnoses-main-icd10-k91-postprocedural-disorders-of-digestive-system-not-elsewhere-classified.K91	K91
diagnoses-main-icd10-k92-other-diseases-of-digestive-system.K92	K92
diagnoses-main-icd10-l02-cutaneous-abscess-furuncle-and-carbuncle.L02	L02
diagnoses-main-icd10-l03-cellulitis.L03	L03
diagnoses-main-icd10-l05-pilonidal-cyst.L05	L05
diagnoses-main-icd10-l08-other-local-infections-of-skin-and-subcutaneous-tissue.L08	L08
diagnoses-main-icd10-l27-dermatitis-due-to-substances-taken-internally.L27	L27
diagnoses-main-icd10-l28-lichen-simplex-chronicus-and-prurigo.L28	L28
diagnoses-main-icd10-l29-pruritus.L29	L29
diagnoses-main-icd10-l30-other-dermatitis.L30	L30
diagnoses-main-icd10-l40-psoriasis.L40	L40
diagnoses-main-icd10-l43-lichen-planus.L43	L43
diagnoses-main-icd10-l50-urticaria.L50	L50
diagnoses-main-icd10-l53-other-erythematous-conditions.L53	L53
diagnoses-main-icd10-l57-skin-changes-due-to-chronic-exposure-to-nonionising-radiation.L57	L57
diagnoses-main-icd10-l60-nail-disorders.L60	L60
diagnoses-main-icd10-l71-rosacea.L71	L71
diagnoses-main-icd10-l72-follicular-cysts-of-skin-and-subcutaneous-tissue.L72	L72
diagnoses-main-icd10-l73-other-follicular-disorders.L73	L73
diagnoses-main-icd10-l81-other-disorders-of-pigmentation.L81	L81
diagnoses-main-icd10-l82-seborrhoeic-keratosis.L82	L82
diagnoses-main-icd10-l85-other-epidermal-thickening.L85	L85
diagnoses-main-icd10-l90-atrophic-disorders-of-skin.L90	L90
diagnoses-main-icd10-l91-hypertrophic-disorders-of-skin.L91	L91
diagnoses-main-icd10-l92-granulomatous-disorders-of-skin-and-subcutaneous-tissue.L92	L92
diagnoses-main-icd10-l97-ulcer-of-lower-limb-not-elsewhere-classified.L97	L97
diagnoses-main-icd10-l98-other-disorders-of-skin-and-subcutaneous-tissue-not-elsewhere-classified.L98	L98
diagnoses-main-icd10-m00-pyogenic-arthritis.M00	M00
diagnoses-main-icd10-m05-seropositive-rheumatoid-arthritis.M05	M05
diagnoses-main-icd10-m06-other-rheumatoid-arthritis.M06	M06
diagnoses-main-icd10-m10-gout.M10	M10
diagnoses-main-icd10-m13-other-arthritis.M13	M13
diagnoses-main-icd10-m15-polyarthrosis.M15	M15
diagnoses-main-icd10-m16-coxarthrosis-arthrosis-of-hip.M16	M16
diagnoses-main-icd10-m17-gonarthrosis-arthrosis-of-knee.M17	M17
diagnoses-main-icd10-m18-arthrosis-of-first-carpometacarpal-joint.M18	M18
diagnoses-main-icd10-m19-other-arthrosis.M19	M19
diagnoses-main-icd10-m20-acquired-deformities-of-fingers-and-toes.M20	M20
diagnoses-main-icd10-m21-other-acquired-deformities-of-limbs.M21	M21
diagnoses-main-icd10-m22-disorders-of-patella.M22	M22
diagnoses-main-icd10-m23-internal-derangement-of-knee.M23	M23
diagnoses-main-icd10-m24-other-specific-joint-derangements.M24	M24
diagnoses-main-icd10-m25-other-joint-disorders-not-elsewhere-classified.M25	M25
diagnoses-main-icd10-m31-other-necrotising-vasculopathies.M31	M31
diagnoses-main-icd10-m35-other-systemic-involvement-of-connective-tissue.M35	M35
diagnoses-main-icd10-m41-scoliosis.M41	M41
diagnoses-main-icd10-m43-other-deforming-dorsopathies.M43	M43
diagnoses-main-icd10-m45-ankylosing-spondylitis.M45	M45
diagnoses-main-icd10-m46-other-inflammatory-spondylopathies.M46	M46
diagnoses-main-icd10-m47-spondylosis.M47	M47
diagnoses-main-icd10-m48-other-spondylopathies.M48	M48
diagnoses-main-icd10-m50-cervical-disk-disorders.M50	M50
diagnoses-main-icd10-m51-other-intervertebral-disk-disorders.M51	M51
diagnoses-main-icd10-m53-other-dorsopathies-not-elsewhere-classified.M53	M53
diagnoses-main-icd10-m54-dorsalgia.M54	M54
diagnoses-main-icd10-m60-myositis.M60	M60
diagnoses-main-icd10-m62-other-disorders-of-muscle.M62	M62
diagnoses-main-icd10-m65-synovitis-and-tenosynovitis.M65	M65
diagnoses-main-icd10-m66-spontaneous-rupture-of-synovium-and-tendon.M66	M66
diagnoses-main-icd10-m67-other-disorders-of-synovium-and-tendon.M67	M67
diagnoses-main-icd10-m70-soft-tissue-disorders-related-to-use-overuse-and-pressure.M70	M70
diagnoses-main-icd10-m71-other-bursopathies.M71	M71
diagnoses-main-icd10-m72-fibroblastic-disorders.M72	M72
diagnoses-main-icd10-m75-shoulder-lesions.M75	M75
diagnoses-main-icd10-m76-enthesopathies-of-lower-limb-excluding-foot.M76	M76
diagnoses-main-icd10-m77-other-enthesopathies.M77	M77
diagnoses-main-icd10-m79-other-soft-tissue-disorders-not-elsewhere-classified.M79	M79
diagnoses-main-icd10-m80-osteoporosis-with-pathological-fracture.M80	M80
diagnoses-main-icd10-m81-osteoporosis-without-pathological-fracture.M81	M81
diagnoses-main-icd10-m84-disorders-of-continuity-of-bone.M84	M84
diagnoses-main-icd10-m85-other-disorders-of-bone-density-and-structure.M85	M85
diagnoses-main-icd10-m86-osteomyelitis.M86	M86
diagnoses-main-icd10-m87-osteonecrosis.M87	M87
diagnoses-main-icd10-m89-other-disorders-of-bone.M89	M89
diagnoses-main-icd10-m93-other-osteochondropathies.M93	M93
diagnoses-main-icd10-m94-other-disorders-of-cartilage.M94	M94
diagnoses-main-icd10-m95-other-acquired-deformities-of-musculoskeletal-system-and-connective-tissue.M95	M95
diagnoses-main-icd10-m96-postprocedural-musculoskeletal-disorders-not-elsewhere-classified.M96	M96
diagnoses-main-icd10-n02-recurrent-and-persistent-haematuria.N02	N02
diagnoses-main-icd10-n10-acute-tubulo-interstitial-nephritis.N10	N10
diagnoses-main-icd10-n12-tubulo-interstitial-nephritis-not-specified-as-acute-or-chronic.N12	N12
diagnoses-main-icd10-n13-obstructive-and-reflux-uropathy.N13	N13
diagnoses-main-icd10-n17-acute-renal-failure.N17	N17
diagnoses-main-icd10-n18-chronic-renal-failure.N18	N18
diagnoses-main-icd10-n19-unspecified-renal-failure.N19	N19
diagnoses-main-icd10-n20-calculus-of-kidney-and-ureter.N20	N20
diagnoses-main-icd10-n21-calculus-of-lower-urinary-tract.N21	N21
diagnoses-main-icd10-n23-unspecified-renal-colic.N23	N23
diagnoses-main-icd10-n28-other-disorders-of-kidney-and-ureter-not-elsewhere-classified.N28	N28
diagnoses-main-icd10-n30-cystitis.N30	N30
diagnoses-main-icd10-n31-neuromuscular-dysfunction-of-bladder-not-elsewhere-classified.N31	N31
diagnoses-main-icd10-n32-other-disorders-of-bladder.N32	N32
diagnoses-main-icd10-n35-urethral-stricture.N35	N35
diagnoses-main-icd10-n36-other-disorders-of-urethra.N36	N36
diagnoses-main-icd10-n39-other-disorders-of-urinary-system.N39	N39
diagnoses-main-icd10-n40-hyperplasia-of-prostate.N40	N40
diagnoses-main-icd10-n41-inflammatory-diseases-of-prostate.N41	N41
diagnoses-main-icd10-n42-other-disorders-of-prostate.N42	N42
diagnoses-main-icd10-n43-hydrocele-and-spermatocele.N43	N43
diagnoses-main-icd10-n45-orchitis-and-epididymitis.N45	N45
diagnoses-main-icd10-n47-redundant-prepuce-phimosis-and-paraphimosis.N47	N47
diagnoses-main-icd10-n48-other-disorders-of-penis.N48	N48
diagnoses-main-icd10-n49-inflammatory-disorders-of-male-genital-organs-not-elsewhere-classified.N49	N49
diagnoses-main-icd10-n50-other-disorders-of-male-genital-organs.N50	N50
diagnoses-main-icd10-n60-benign-mammary-dysplasia.N60	N60
diagnoses-main-icd10-n61-inflammatory-disorders-of-breast.N61	N61
diagnoses-main-icd10-n62-hypertrophy-of-breast.N62	N62
diagnoses-main-icd10-n63-unspecified-lump-in-breast.N63	N63
diagnoses-main-icd10-n64-other-disorders-of-breast.N64	N64
diagnoses-main-icd10-n70-salpingitis-and-oophoritis.N70	N70
diagnoses-main-icd10-n71-inflammatory-disease-of-uterus-except-cervix.N71	N71
diagnoses-main-icd10-n72-inflammatory-disease-of-cervix-uteri.N72	N72
diagnoses-main-icd10-n73-other-female-pelvic-inflammatory-diseases.N73	N73
diagnoses-main-icd10-n75-diseases-of-bartholins-gland.N75	N75
diagnoses-main-icd10-n76-other-inflammation-of-vagina-and-vulva.N76	N76
diagnoses-main-icd10-n80-endometriosis.N80	N80
diagnoses-main-icd10-n81-female-genital-prolapse.N81	N81
diagnoses-main-icd10-n82-fistulae-involving-female-genital-tract.N82	N82
diagnoses-main-icd10-n83-noninflammatory-disorders-of-ovary-fallopian-tube-and-broad-ligament.N83	N83
diagnoses-main-icd10-n84-polyp-of-female-genital-tract.N84	N84
diagnoses-main-icd10-n85-other-noninflammatory-disorders-of-uterus-except-cervix.N85	N85
diagnoses-main-icd10-n86-erosion-and-ectropion-of-cervix-uteri.N86	N86
diagnoses-main-icd10-n87-dysplasia-of-cervix-uteri.N87	N87
diagnoses-main-icd10-n88-other-noninflammatory-disorders-of-cervix-uteri.N88	N88
diagnoses-main-icd10-n89-other-noninflammatory-disorders-of-vagina.N89	N89
diagnoses-main-icd10-n90-other-noninflammatory-disorders-of-vulva-and-perineum.N90	N90
diagnoses-main-icd10-n92-excessive-frequent-and-irregular-menstruation.N92	N92
diagnoses-main-icd10-n93-other-abnormal-uterine-and-vaginal-bleeding.N93	N93
diagnoses-main-icd10-n94-pain-and-other-conditions-associated-with-female-genital-organs-and-menstrual-cycle.N94	N94
diagnoses-main-icd10-n95-menopausal-and-other-perimenopausal-disorders.N95	N95
diagnoses-main-icd10-n97-female-infertility.N97	N97
diagnoses-main-icd10-n99-postprocedural-disorders-of-genito-urinary-system-not-elsewhere-classified.N99	N99
diagnoses-main-icd10-o00-ectopic-pregnancy.O00	O00
diagnoses-main-icd10-o02-other-abnormal-products-of-conception.O02	O02
diagnoses-main-icd10-o03-spontaneous-abortion.O03	O03
diagnoses-main-icd10-o04-medical-abortion.O04	O04
diagnoses-main-icd10-o13-gestational-pregnancy-induced-hypertension-without-significant-proteinuria.O13	O13
diagnoses-main-icd10-o14-gestational-pregnancy-induced-hypertension-with-significant-proteinuria.O14	O14
diagnoses-main-icd10-o16-unspecified-maternal-hypertension.O16	O16
diagnoses-main-icd10-o20-haemorrhage-in-early-pregnancy.O20	O20
diagnoses-main-icd10-o21-excessive-vomiting-in-pregnancy.O21	O21
diagnoses-main-icd10-o23-infections-of-genito-urinary-tract-in-pregnancy.O23	O23
diagnoses-main-icd10-o26-maternal-care-for-other-conditions-predominantly-related-to-pregnancy.O26	O26
diagnoses-main-icd10-o32-maternal-care-for-known-or-suspected-malpresentation-of-foetus.O32	O32
diagnoses-main-icd10-o34-maternal-care-for-known-or-suspected-abnormality-of-pelvic-organs.O34	O34
diagnoses-main-icd10-o35-maternal-care-for-known-or-suspected-foetal-abnormality-and-damage.O35	O35
diagnoses-main-icd10-o36-maternal-care-for-other-known-or-suspected-foetal-problems.O36	O36
diagnoses-main-icd10-o42-premature-rupture-of-membranes.O42	O42
diagnoses-main-icd10-o44-placenta-praevia.O44	O44
diagnoses-main-icd10-o46-antepartum-haemorrhage-not-elsewhere-classified.O46	O46
diagnoses-main-icd10-o47-false-labour.O47	O47
diagnoses-main-icd10-o48-prolonged-pregnancy.O48	O48
diagnoses-main-icd10-o60-preterm-delivery.O60	O60
diagnoses-main-icd10-o62-abnormalities-of-forces-of-labour.O62	O62
diagnoses-main-icd10-o63-long-labour.O63	O63
diagnoses-main-icd10-o64-obstructed-labour-due-to-malposition-and-malpresentation-of-foetus.O64	O64
diagnoses-main-icd10-o68-labour-and-delivery-complicated-by-foetal-stress-distress.O68	O68
diagnoses-main-icd10-o69-labour-and-delivery-complicated-by-umbilical-cord-complications.O69	O69
diagnoses-main-icd10-o70-perineal-laceration-during-delivery.O70	O70
diagnoses-main-icd10-o72-postpartum-haemorrhage.O72	O72
diagnoses-main-icd10-o75-other-complications-of-labour-and-delivery-not-elsewhere-classified.O75	O75
diagnoses-main-icd10-o80-single-spontaneous-delivery.O80	O80
diagnoses-main-icd10-o82-single-delivery-by-caesarean-section.O82	O82
diagnoses-main-icd10-o99-other-maternal-diseases-classifiable-elsewhere-but-complicating-pregnancy-childbirth-and-the-puerperium.O99	O99
diagnoses-main-icd10-q18-other-congenital-malformations-of-face-and-neck.Q18	Q18
diagnoses-main-icd10-q21-congenital-malformations-of-cardiac-septa.Q21	Q21
diagnoses-main-icd10-q38-other-congenital-malformations-of-tongue-mouth-and-pharynx.Q38	Q38
diagnoses-main-icd10-q66-congenital-deformities-of-feet.Q66	Q66
diagnoses-main-icd10-q82-other-congenital-malformations-of-skin.Q82	Q82
diagnoses-main-icd10-r00-abnormalities-of-heart-beat.R00	R00
diagnoses-main-icd10-r04-haemorrhage-from-respiratory-passages.R04	R04
diagnoses-main-icd10-r05-cough.R05	R05
diagnoses-main-icd10-r06-abnormalities-of-breathing.R06	R06
diagnoses-main-icd10-r07-pain-in-throat-and-chest.R07	R07
diagnoses-main-icd10-r09-other-symptoms-and-signs-involving-the-circulatory-and-respiratory-systems.R09	R09
diagnoses-main-icd10-r10-abdominal-and-pelvic-pain.R10	R10
diagnoses-main-icd10-r11-nausea-and-vomiting.R11	R11
diagnoses-main-icd10-r12-heartburn.R12	R12
diagnoses-main-icd10-r13-dysphagia.R13	R13
diagnoses-main-icd10-r14-flatulence-and-related-conditions.R14	R14
diagnoses-main-icd10-r15-faecal-incontinence.R15	R15
diagnoses-main-icd10-r17-unspecified-jaundice.R17	R17
diagnoses-main-icd10-r18-ascites.R18	R18
diagnoses-main-icd10-r19-other-symptoms-and-signs-involving-the-digestive-system-and-abdomen.R19	R19
diagnoses-main-icd10-r20-disturbances-of-skin-sensation.R20	R20
diagnoses-main-icd10-r21-rash-and-other-nonspecific-skin-eruption.R21	R21
diagnoses-main-icd10-r22-localised-swelling-mass-and-lump-of-skin-and-subcutaneous-tissue.R22	R22
diagnoses-main-icd10-r23-other-skin-changes.R23	R23
diagnoses-main-icd10-r25-abnormal-involuntary-movements.R25	R25
diagnoses-main-icd10-r26-abnormalities-of-gait-and-mobility.R26	R26
diagnoses-main-icd10-r29-other-symptoms-and-signs-involving-the-nervous-and-musculoskeletal-systems.R29	R29
diagnoses-main-icd10-r30-pain-associated-with-micturition.R30	R30
diagnoses-main-icd10-r31-unspecified-haematuria.R31	R31
diagnoses-main-icd10-r32-unspecified-urinary-incontinence.R32	R32
diagnoses-main-icd10-r33-retention-of-urine.R33	R33
diagnoses-main-icd10-r35-polyuria.R35	R35
diagnoses-main-icd10-r39-other-symptoms-and-signs-involving-the-urinary-system.R39	R39
diagnoses-main-icd10-r40-somnolence-stupor-and-coma.R40	R40
diagnoses-main-icd10-r41-other-symptoms-and-signs-involving-cognitive-functions-and-awareness.R41	R41
diagnoses-main-icd10-r42-dizziness-and-giddiness.R42	R42
diagnoses-main-icd10-r47-speech-disturbances-not-elsewhere-classified.R47	R47
diagnoses-main-icd10-r49-voice-disturbances.R49	R49
diagnoses-main-icd10-r50-fever-of-unknown-origin.R50	R50
diagnoses-main-icd10-r51-headache.R51	R51
diagnoses-main-icd10-r52-pain-not-elsewhere-classified.R52	R52
diagnoses-main-icd10-r53-malaise-and-fatigue.R53	R53
diagnoses-main-icd10-r54-senility.R54	R54
diagnoses-main-icd10-r55-syncope-and-collapse.R55	R55
diagnoses-main-icd10-r56-convulsions-not-elsewhere-classified.R56	R56
diagnoses-main-icd10-r59-enlarged-lymph-nodes.R59	R59
diagnoses-main-icd10-r60-oedema-not-elsewhere-classified.R60	R60
diagnoses-main-icd10-r61-hyperhidrosis.R61	R61
diagnoses-main-icd10-r63-symptoms-and-signs-concerning-food-and-fluid-intake.R63	R63
diagnoses-main-icd10-r68-other-general-symptoms-and-signs.R68	R68
diagnoses-main-icd10-r69-unknown-and-unspecified-causes-of-morbidity.R69	R69
diagnoses-main-icd10-r73-elevated-blood-glucose-level.R73	R73
diagnoses-main-icd10-r76-other-abnormal-immunological-findings-in-serum.R76	R76
diagnoses-main-icd10-r79-other-abnormal-findings-of-blood-chemistry.R79	R79
diagnoses-main-icd10-r86-abnormal-findings-in-specimens-from-male-genital-organs.R86	R86
diagnoses-main-icd10-r87-abnormal-findings-in-specimens-from-female-genital-organs.R87	R87
diagnoses-main-icd10-r90-abnormal-findings-on-diagnostic-imaging-of-central-nervous-system.R90	R90
diagnoses-main-icd10-r91-abnormal-findings-on-diagnostic-imaging-of-lung.R91	R91
diagnoses-main-icd10-r93-abnormal-findings-on-diagnostic-imaging-of-other-body-structures.R93	R93
diagnoses-main-icd10-r94-abnormal-results-of-function-studies.R94	R94
diagnoses-main-icd10-s00-superficial-injury-of-head.S00	S00
diagnoses-main-icd10-s01-open-wound-of-head.S01	S01
diagnoses-main-icd10-s02-fracture-of-skull-and-facial-bones.S02	S02
diagnoses-main-icd10-s05-injury-of-eye-and-orbit.S05	S05
diagnoses-main-icd10-s06-intracranial-injury.S06	S06
diagnoses-main-icd10-s09-other-and-unspecified-injuries-of-head.S09	S09
diagnoses-main-icd10-s12-fracture-of-neck.S12	S12
diagnoses-main-icd10-s20-superficial-injury-of-thorax.S20	S20
diagnoses-main-icd10-s22-fracture-of-ribs-sternum-and-thoracic-spine.S22	S22
diagnoses-main-icd10-s27-injury-of-other-and-unspecified-intrathoracic-organs.S27	S27
diagnoses-main-icd10-s30-superficial-injury-of-abdomen-lower-back-and-pelvis.S30	S30
diagnoses-main-icd10-s31-open-wound-of-abdomen-lower-back-and-pelvis.S31	S31
diagnoses-main-icd10-s32-fracture-of-lumbar-spine-and-pelvis.S32	S32
diagnoses-main-icd10-s39-other-and-unspecified-injuries-of-abdomen-lower-back-and-pelvis.S39	S39
diagnoses-main-icd10-s42-fracture-of-shoulder-and-upper-arm.S42	S42
diagnoses-main-icd10-s43-dislocation-sprain-and-strain-of-joints-and-ligaments-of-shoulder-girdle.S43	S43
diagnoses-main-icd10-s46-injury-of-muscle-and-tendon-at-shoulder-and-upper-arm-level.S46	S46
diagnoses-main-icd10-s51-open-wound-of-forearm.S51	S51
diagnoses-main-icd10-s52-fracture-of-forearm.S52	S52
diagnoses-main-icd10-s56-injury-of-muscle-and-tendon-at-forearm-level.S56	S56
diagnoses-main-icd10-s60-superficial-injury-of-wrist-and-hand.S60	S60
diagnoses-main-icd10-s61-open-wound-of-wrist-and-hand.S61	S61
diagnoses-main-icd10-s62-fracture-at-wrist-and-hand-level.S62	S62
diagnoses-main-icd10-s63-dislocation-sprain-and-strain-of-joints-and-ligaments-at-wrist-and-hand-level.S63	S63
diagnoses-main-icd10-s64-injury-of-nerves-at-wrist-and-hand-level.S64	S64
diagnoses-main-icd10-s66-injury-of-muscle-and-tendon-at-wrist-and-hand-level.S66	S66
diagnoses-main-icd10-s67-crushing-injury-of-wrist-and-hand.S67	S67
diagnoses-main-icd10-s68-traumatic-amputation-of-wrist-and-hand.S68	S68
